,Position,Track Name,Artist,Streams,URL,date,uri_x,release_date,length,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,time_signature,uri_y
81,82,Ufødte,Jamaika,105772,https://open.spotify.com/track/4PocOpOXL2QJZmeGTV4mso,2020-01-03,spotify:track:4PocOpOXL2QJZmeGTV4mso,2019-10-11,209318,0.49,0.47,0.59,0.0,0.106,-5.763,0.15,0.732,109.112,3,spotify:track:4PocOpOXL2QJZmeGTV4mso
82,83,Higher Love,Kygo,104751,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY,2020-01-03,spotify:track:6oJ6le65B3SEqPwMRNXWjY,2019-06-28,228267,0.693,0.0154,0.678,6.05e-06,0.101,-7.159,0.0324,0.404,103.952,4,spotify:track:6oJ6le65B3SEqPwMRNXWjY
83,84,Bruises,Lewis Capaldi,104537,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG,2020-01-03,spotify:track:4Of7rzpRpV1mWRbhp5rAqG,2019-05-17,220492,0.736,0.946,0.308,0.0,0.186,-7.83,0.0677,0.361,111.202,4,spotify:track:4Of7rzpRpV1mWRbhp5rAqG
84,85,Plastic (feat. Benjamin Hav),Pind,103512,https://open.spotify.com/track/758P0zO2goHiN3NA5OW1Qe,2020-01-03,spotify:track:758P0zO2goHiN3NA5OW1Qe,2019-11-15,183387,0.842,0.252,0.664,0.0,0.1,-4.774,0.0647,0.531,123.997,4,spotify:track:758P0zO2goHiN3NA5OW1Qe
85,86,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,103254,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,2020-01-03,spotify:track:0RiRZpuVRbi7oqRdSMwhQY,2019-09-06,157560,0.755,0.533,0.522,0.0,0.0685,-4.368,0.0575,0.925,89.96,4,spotify:track:0RiRZpuVRbi7oqRdSMwhQY
86,87,Nik & Jay (feat. Benjamin Hav),TopGunn,102004,https://open.spotify.com/track/151GbWJcajt35sN4T309vF,2020-01-03,spotify:track:151GbWJcajt35sN4T309vF,2019-04-26,174080,0.879,0.286,0.489,0.0,0.11,-8.271,0.217,0.423,94.939,4,spotify:track:151GbWJcajt35sN4T309vF
87,88,Lucid Dreams,Juice WRLD,101412,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,2020-01-03,spotify:track:285pBltuF7vW8TeWk8hdRR,2018-12-10,239835,0.511,0.349,0.566,0.0,0.34,-7.23,0.2,0.218,83.903,4,spotify:track:285pBltuF7vW8TeWk8hdRR
88,89,Be Alright,Dean Lewis,101334,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy,2020-01-03,spotify:track:5qrSlOut2rNAWv3ubArkNy,2019-03-22,196493,0.551,0.705,0.537,0.0,0.0802,-7.595,0.034,0.493,126.421,4,spotify:track:5qrSlOut2rNAWv3ubArkNy
89,90,Piece Of Your Heart,MEDUZA,100614,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs,2020-01-03,spotify:track:1DFD5Fotzgn6yYXkYsKiGs,2019-02-01,152913,0.677,0.0404,0.744,0.00016,0.074,-6.806,0.0295,0.631,124.08,4,spotify:track:1DFD5Fotzgn6yYXkYsKiGs
90,91,Wagwan,Benny Jamz,100216,https://open.spotify.com/track/3FM5HjjI51dcocz1oZ8GAe,2020-01-03,spotify:track:3FM5HjjI51dcocz1oZ8GAe,2020-01-01,191903,0.652,0.106,0.782,0.000826,0.118,-5.064,0.122,0.318,151.856,5,spotify:track:3FM5HjjI51dcocz1oZ8GAe
91,92,DANCE,CLMD,100186,https://open.spotify.com/track/6TfeXwJihJRuBW3mFpib6J,2020-01-03,spotify:track:6TfeXwJihJRuBW3mFpib6J,2019-10-18,174448,0.766,0.0263,0.548,1.81e-06,0.21,-7.834,0.0373,0.552,122.012,4,spotify:track:6TfeXwJihJRuBW3mFpib6J
92,93,Musse,Benjamin Hav,99847,https://open.spotify.com/track/238P1hQufJESzypUHpnodm,2020-01-03,spotify:track:238P1hQufJESzypUHpnodm,2020-01-03,234361,0.868,0.0372,0.65,0.0664,0.0842,-5.437,0.0562,0.777,121.991,4,spotify:track:238P1hQufJESzypUHpnodm
93,94,Suicidal,YNW Melly,98941,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8,2020-01-03,spotify:track:1iSqfoUFnQwV0QW1EfUit8,2019-11-22,222997,0.735,0.334,0.369,0.0,0.126,-9.682,0.0688,0.235,140.004,4,spotify:track:1iSqfoUFnQwV0QW1EfUit8
94,95,Okay,Tessa,98649,https://open.spotify.com/track/4HtQ1OKauyaDx1jIos6Zmv,2020-01-03,spotify:track:4HtQ1OKauyaDx1jIos6Zmv,2019-08-23,167404,0.934,0.00719,0.53,0.0,0.11,-9.805,0.217,0.432,96.993,4,spotify:track:4HtQ1OKauyaDx1jIos6Zmv
95,96,Salt,Ava Max,98004,https://open.spotify.com/track/7vgv8KZBSo0TPzyIWG9yzV,2020-01-03,spotify:track:7vgv8KZBSo0TPzyIWG9yzV,2019-12-12,180283,0.693,0.131,0.835,0.0,0.073,-3.242,0.0623,0.743,128.057,4,spotify:track:7vgv8KZBSo0TPzyIWG9yzV
96,97,Up All Night,Khalid,97963,https://open.spotify.com/track/1mpD5Q8IM32I4bF6eCpU74,2020-01-03,spotify:track:1mpD5Q8IM32I4bF6eCpU74,2019-11-14,157220,0.665,0.00103,0.712,0.00342,0.102,-7.536,0.0527,0.669,93.989,4,spotify:track:1mpD5Q8IM32I4bF6eCpU74
97,98,Hurtige Hænder - Acoustic Version - Moyo Live P3,The Minds Of 99,97753,https://open.spotify.com/track/3D0VPp6nCN9dsyUjFv2BvP,2020-01-03,spotify:track:3D0VPp6nCN9dsyUjFv2BvP,2018-03-30,251632,0.419,0.459,0.259,0.0,0.711,-14.836,0.0359,0.294,126.891,4,spotify:track:3D0VPp6nCN9dsyUjFv2BvP
98,99,Monte Carlo,Jimilian,96388,https://open.spotify.com/track/4qTzlVKdemz4egoePc5GsV,2020-01-03,spotify:track:4qTzlVKdemz4egoePc5GsV,2019-10-11,146400,0.79,0.123,0.799,0.0,0.0575,-5.275,0.15,0.794,100.023,4,spotify:track:4qTzlVKdemz4egoePc5GsV
99,100,All In,Branco,94206,https://open.spotify.com/track/59iEMlCecSDtur0rlSOmvX,2020-01-03,spotify:track:59iEMlCecSDtur0rlSOmvX,2019-04-12,168282,0.805,0.0972,0.637,0.0,0.0716,-5.501,0.0472,0.321,99.983,4,spotify:track:59iEMlCecSDtur0rlSOmvX
100,101,BOP,DaBaby,93756,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN,2020-01-03,spotify:track:6Ozh9Ok6h4Oi1wUSLtBseN,2019-09-27,159714,0.769,0.189,0.787,0.0,0.129,-3.909,0.367,0.836,126.77,4,spotify:track:6Ozh9Ok6h4Oi1wUSLtBseN
101,102,Yellow Hearts,Ant Saunders,92922,https://open.spotify.com/track/2W4yABdLc4Jnds67Poi5Nl,2020-01-03,spotify:track:2W4yABdLc4Jnds67Poi5Nl,2019-06-18,223257,0.866,0.177,0.438,0.0,0.0743,-8.943,0.0719,0.695,129.039,4,spotify:track:2W4yABdLc4Jnds67Poi5Nl
102,103,Finde Tilbage,Citybois,92117,https://open.spotify.com/track/2PULF2IhwRZg7Qpx3x4lHg,2020-01-03,spotify:track:2PULF2IhwRZg7Qpx3x4lHg,2019-06-07,186733,0.785,0.0698,0.67,0.0,0.164,-4.928,0.063,0.491,100.024,4,spotify:track:2PULF2IhwRZg7Qpx3x4lHg
103,104,Alle Skuffer Over Tid - Single Edit,The Minds Of 99,91948,https://open.spotify.com/track/6a2itcAnQzfViAiAly2Eg8,2020-01-03,spotify:track:6a2itcAnQzfViAiAly2Eg8,2018-01-12,242654,0.521,0.0134,0.742,0.0106,0.124,-4.931,0.0281,0.191,153.994,4,spotify:track:6a2itcAnQzfViAiAly2Eg8
104,105,Post Malone (feat. RANI),Sam Feldt,90981,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL,2020-01-03,spotify:track:36orMWv2PgvnzXsd5CJ0yL,2019-08-16,174444,0.59,0.0771,0.642,0.0,0.105,-3.87,0.122,0.651,107.356,4,spotify:track:36orMWv2PgvnzXsd5CJ0yL
105,106,Legend,Clara,89248,https://open.spotify.com/track/13AdfYuWXDecUoQbpijnXI,2020-01-03,spotify:track:13AdfYuWXDecUoQbpijnXI,2019-09-20,199332,0.605,0.0213,0.687,0.0,0.121,-6.0,0.154,0.424,167.029,4,spotify:track:13AdfYuWXDecUoQbpijnXI
106,107,STANDARD,I$WAAL,88687,https://open.spotify.com/track/4Jh3p0TydgTJZ444pPhVvd,2020-01-03,spotify:track:4Jh3p0TydgTJZ444pPhVvd,2019-10-04,207428,0.72,0.286,0.673,0.0,0.117,-5.886,0.215,0.222,140.171,4,spotify:track:4Jh3p0TydgTJZ444pPhVvd
107,108,Sweet but Psycho,Ava Max,88400,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,2020-01-03,spotify:track:25sgk305KZfyuqVBQIahim,2018-08-17,187436,0.719,0.0691,0.704,0.0,0.166,-4.724,0.0476,0.628,133.002,4,spotify:track:25sgk305KZfyuqVBQIahim
108,109,lovely (with Khalid),Billie Eilish,88339,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,2020-01-03,spotify:track:0u2P5u6lvoDfwTYjAADbn4,2018-04-19,200185,0.351,0.934,0.296,0.0,0.095,-10.109,0.0333,0.12,115.284,4,spotify:track:0u2P5u6lvoDfwTYjAADbn4
109,110,"Alone, Pt. II",Alan Walker,87950,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3,2020-01-03,spotify:track:0bMbDctzMmTyK2j74j3nF3,2019-12-27,179052,0.67,0.536,0.668,0.0,0.133,-4.306,0.0422,0.608,88.033,4,spotify:track:0bMbDctzMmTyK2j74j3nF3
110,111,Falling,Harry Styles,87446,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp,2020-01-03,spotify:track:1ZMiCix7XSAbfAJlEZWMCp,2019-12-13,240133,0.567,0.839,0.267,1.46e-06,0.089,-6.502,0.0299,0.0592,110.011,4,spotify:track:1ZMiCix7XSAbfAJlEZWMCp
111,112,Futsal Shuffle 2020,Lil Uzi Vert,86629,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs,2020-01-03,spotify:track:2Ec33AVlkTTq8BHFgBTdQs,2019-12-12,198912,0.881,0.0327,0.457,0.0,0.231,-8.191,0.156,0.296,136.97,4,spotify:track:2Ec33AVlkTTq8BHFgBTdQs
112,113,Oktober (Outro),Benny Jamz,85167,https://open.spotify.com/track/4lpnO6eWprQuH2EEEWaj8U,2020-01-03,spotify:track:4lpnO6eWprQuH2EEEWaj8U,2020-01-01,215552,0.479,0.141,0.626,5.12e-06,0.0908,-6.199,0.0674,0.189,152.067,4,spotify:track:4lpnO6eWprQuH2EEEWaj8U
113,114,Vossi Bop,Stormzy,85108,https://open.spotify.com/track/5DXKtoZLm31msT7tNGNHLG,2020-01-03,spotify:track:5DXKtoZLm31msT7tNGNHLG,2019-12-13,196266,0.682,0.13,0.653,0.00116,0.129,-6.062,0.339,0.428,188.115,4,spotify:track:5DXKtoZLm31msT7tNGNHLG
114,115,Wow.,Post Malone,84905,https://open.spotify.com/track/7xQAfvXzm3AkraOtGPWIZg,2020-01-03,spotify:track:7xQAfvXzm3AkraOtGPWIZg,2019-09-06,149546,0.829,0.136,0.539,1.78e-06,0.103,-7.359,0.208,0.388,99.96,4,spotify:track:7xQAfvXzm3AkraOtGPWIZg
115,116,Goodbyes (Feat. Young Thug),Post Malone,84875,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo,2020-01-03,spotify:track:6vBdBCoOhKHiYDDOcorfNo,2019-07-05,174960,0.58,0.447,0.653,0.0,0.111,-3.818,0.0745,0.175,150.231,4,spotify:track:6vBdBCoOhKHiYDDOcorfNo
116,117,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,83931,https://open.spotify.com/track/07Oz5StQ7GRoygNLaXs2pd,2020-01-03,spotify:track:07Oz5StQ7GRoygNLaXs2pd,2019-10-25,159011,0.668,0.298,0.892,0.0,0.735,-3.001,0.0645,0.478,95.927,4,spotify:track:07Oz5StQ7GRoygNLaXs2pd
117,118,Lights Up,Harry Styles,83919,https://open.spotify.com/track/4jAIqgrPjKLTY9Gbez25Qb,2020-01-03,spotify:track:4jAIqgrPjKLTY9Gbez25Qb,2019-12-13,172213,0.575,0.0392,0.621,0.0045,0.141,-8.165,0.032,0.27,101.987,4,spotify:track:4jAIqgrPjKLTY9Gbez25Qb
118,119,Ballin' (with Roddy Ricch),Mustard,83106,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY,2020-01-03,spotify:track:3QzAOrNlsabgbMwlZt7TAY,2019-06-28,180434,0.809,0.392,0.545,0.0,0.151,-6.678,0.0735,0.244,97.008,4,spotify:track:3QzAOrNlsabgbMwlZt7TAY
119,120,Balenci,Larry 44,83068,https://open.spotify.com/track/3oP9C6MAm8i4SvYB37GDto,2020-01-03,spotify:track:3oP9C6MAm8i4SvYB37GDto,2019-11-22,171597,0.743,0.153,0.672,0.0,0.194,-5.881,0.277,0.275,139.919,4,spotify:track:3oP9C6MAm8i4SvYB37GDto
120,121,Sidechick (Carmon X Jamaika),Carmon,82555,https://open.spotify.com/track/7M9YbTUwskBoI42Vj4Rkqq,2020-01-03,spotify:track:7M9YbTUwskBoI42Vj4Rkqq,2019-06-21,207846,0.742,0.0866,0.609,0.0,0.0988,-6.212,0.272,0.732,159.96,4,spotify:track:7M9YbTUwskBoI42Vj4Rkqq
121,122,Efter Mig,Jimilian,82356,https://open.spotify.com/track/5Mbtof5Olmn8JDvm6PI1Az,2020-01-03,spotify:track:5Mbtof5Olmn8JDvm6PI1Az,2019-05-17,195500,0.84,0.0856,0.445,0.0,0.0769,-9.875,0.054,0.656,102.014,4,spotify:track:5Mbtof5Olmn8JDvm6PI1Az
122,123,All Around The World (La La La),R3HAB,81766,https://open.spotify.com/track/02itaCXOdC54J0ISjqqFAp,2020-01-03,spotify:track:02itaCXOdC54J0ISjqqFAp,2019-04-05,147840,0.733,0.479,0.859,0.0645,0.105,-5.03,0.033,0.52,124.948,4,spotify:track:02itaCXOdC54J0ISjqqFAp
123,124,RITMO (Bad Boys For Life),Black Eyed Peas,81445,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf,2020-01-03,spotify:track:6cy3ki60hLwimwIje7tALf,2019-10-12,221714,0.721,0.0334,0.716,0.00084,0.237,-7.037,0.0657,0.667,104.994,4,spotify:track:6cy3ki60hLwimwIje7tALf
124,125,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,81148,https://open.spotify.com/track/7h0d2h0fUmzbs7zeFigJPn,2020-01-03,spotify:track:7h0d2h0fUmzbs7zeFigJPn,2019-12-27,244873,0.559,0.0567,0.491,0.0,0.0992,-6.406,0.0346,0.114,153.131,4,spotify:track:7h0d2h0fUmzbs7zeFigJPn
125,126,Shorty Ringer,Josef Og Elias,81106,https://open.spotify.com/track/3rGihyErlJWAViz6PKBtts,2020-01-03,spotify:track:3rGihyErlJWAViz6PKBtts,2019-09-27,183529,0.882,0.227,0.414,0.0,0.135,-10.479,0.0728,0.517,102.039,4,spotify:track:3rGihyErlJWAViz6PKBtts
126,127,ocean eyes,Billie Eilish,80739,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU,2020-01-03,spotify:track:2uIX8YMNjGMD7441kqyyNU,2016-11-18,200560,0.475,0.819,0.37,0.0577,0.0841,-7.725,0.0361,0.157,144.828,4,spotify:track:2uIX8YMNjGMD7441kqyyNU
127,128,Den eneste,Benjamin Hav,80487,https://open.spotify.com/track/1S3mApGvjQL2rxqMhPKG1K,2020-01-03,spotify:track:1S3mApGvjQL2rxqMhPKG1K,2020-01-03,263783,0.808,0.0712,0.539,0.00933,0.114,-7.828,0.0867,0.524,92.991,4,spotify:track:1S3mApGvjQL2rxqMhPKG1K
128,129,Snakker For Meget,Tessa,78937,https://open.spotify.com/track/5WvK9QLls6WikBoh5RrroV,2020-01-03,spotify:track:5WvK9QLls6WikBoh5RrroV,2019-06-26,156923,0.899,0.0177,0.503,0.0,0.192,-8.968,0.433,0.443,130.009,4,spotify:track:5WvK9QLls6WikBoh5RrroV
129,130,Lovesong,Rasmus Seebach,78743,https://open.spotify.com/track/5RQPWVOhfVkSQfHiR5tvK0,2020-01-03,spotify:track:5RQPWVOhfVkSQfHiR5tvK0,2019-11-08,185720,0.845,0.485,0.613,0.0,0.148,-6.085,0.0375,0.643,126.023,4,spotify:track:5RQPWVOhfVkSQfHiR5tvK0
130,131,Some Say,Nea,78176,https://open.spotify.com/track/4poybupy26pTWPr9zY1i7h,2020-01-03,spotify:track:4poybupy26pTWPr9zY1i7h,2019-09-06,175601,0.779,0.701,0.342,2.56e-06,0.132,-6.316,0.0404,0.482,104.993,4,spotify:track:4poybupy26pTWPr9zY1i7h
131,132,Sig Mig,Citybois,78048,https://open.spotify.com/track/2kDVTfMiMP8ignU2hU2yCB,2020-01-03,spotify:track:2kDVTfMiMP8ignU2hU2yCB,2019-02-08,194706,0.703,0.177,0.812,0.0,0.228,-4.744,0.245,0.626,92.037,4,spotify:track:2kDVTfMiMP8ignU2hU2yCB
132,133,Say So,Doja Cat,77613,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,2020-01-03,spotify:track:3Dv1eDb0MEgF93GpLXlucZ,2019-11-07,237893,0.787,0.256,0.673,3.57e-06,0.0904,-4.577,0.158,0.786,110.962,4,spotify:track:3Dv1eDb0MEgF93GpLXlucZ
133,134,Thorns,Faustix,77541,https://open.spotify.com/track/6DuE8kXIDJ3oiCibWXmgeN,2020-01-03,spotify:track:6DuE8kXIDJ3oiCibWXmgeN,2019-03-29,186000,0.708,0.031,0.825,0.0,0.191,-3.117,0.0615,0.662,109.991,4,spotify:track:6DuE8kXIDJ3oiCibWXmgeN
134,135,Ka Du Ik,Omar,77267,https://open.spotify.com/track/4jm5AHENFhFjz5m9kXgwQ9,2020-01-03,spotify:track:4jm5AHENFhFjz5m9kXgwQ9,2018-11-02,165083,0.76,0.23,0.586,6.12e-06,0.123,-8.341,0.0491,0.858,115.044,4,spotify:track:4jm5AHENFhFjz5m9kXgwQ9
135,136,Dancing On My Own,Calum Scott,77018,https://open.spotify.com/track/2BOqDYLOJBiMOXShCV1neZ,2020-01-03,spotify:track:2BOqDYLOJBiMOXShCV1neZ,2018-03-09,260285,0.682,0.839,0.173,3.26e-05,0.0983,-8.749,0.0314,0.236,112.663,4,spotify:track:2BOqDYLOJBiMOXShCV1neZ
136,137,Outnumbered,Dermot Kennedy,75296,https://open.spotify.com/track/4Ta3PhWmY50ZLU1uhKFKPE,2020-01-03,spotify:track:4Ta3PhWmY50ZLU1uhKFKPE,2019-10-04,245699,0.614,0.247,0.684,0.0,0.0976,-5.79,0.157,0.258,156.85,4,spotify:track:4Ta3PhWmY50ZLU1uhKFKPE
137,138,Tørstig,ATYPISK,75247,https://open.spotify.com/track/2p4vB52Yldwo2xIutFdc8Y,2020-01-03,spotify:track:2p4vB52Yldwo2xIutFdc8Y,2019-11-14,168156,0.647,0.0218,0.604,0.0,0.0963,-6.181,0.192,0.227,91.586,4,spotify:track:2p4vB52Yldwo2xIutFdc8Y
138,139,Don't Call Me Up,Mabel,74798,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8,2020-01-03,spotify:track:5WHTFyqSii0lmT9R21abT8,2019-01-18,178480,0.674,0.296,0.881,3.01e-06,0.0793,-2.853,0.147,0.234,98.994,4,spotify:track:5WHTFyqSii0lmT9R21abT8
139,140,Cassie (feat. Suspekt),Xander,73853,https://open.spotify.com/track/6MhfzzGpcBfSOSGveobKzS,2020-01-03,spotify:track:6MhfzzGpcBfSOSGveobKzS,2019-12-27,247089,0.76,0.157,0.685,0.0,0.0978,-6.75,0.241,0.633,155.939,4,spotify:track:6MhfzzGpcBfSOSGveobKzS
140,141,Jeg giver aldrig slip (feat. Esben Iversen),Benjamin Hav,72912,https://open.spotify.com/track/3W0QnolIyTenTDOqlnsJd3,2020-01-03,spotify:track:3W0QnolIyTenTDOqlnsJd3,2020-01-03,203330,0.549,0.145,0.647,3.25e-05,0.0663,-7.179,0.0553,0.272,115.07,4,spotify:track:3W0QnolIyTenTDOqlnsJd3
141,142,JUNGLE,MellemFingaMuzik,72838,https://open.spotify.com/track/0VWTSWZVask2dSMShSphvM,2020-01-03,spotify:track:0VWTSWZVask2dSMShSphvM,2018-11-28,209265,0.793,0.322,0.551,0.0,0.186,-5.909,0.0795,0.572,142.066,4,spotify:track:0VWTSWZVask2dSMShSphvM
142,143,Gothersgade,Artigeardit,72691,https://open.spotify.com/track/0vhJulS8V02SDpBTY2XQjI,2020-01-03,spotify:track:0vhJulS8V02SDpBTY2XQjI,2019-11-15,131717,0.783,0.165,0.611,0.0,0.0939,-7.362,0.187,0.526,97.928,4,spotify:track:0vhJulS8V02SDpBTY2XQjI
143,144,Mean It,Lauv,72647,https://open.spotify.com/track/5ACkb3CikcSZPF0h7FSZAp,2020-01-03,spotify:track:5ACkb3CikcSZPF0h7FSZAp,2020-01-02,232853,0.746,0.0407,0.45,0.0,0.172,-8.543,0.0872,0.336,95.998,4,spotify:track:5ACkb3CikcSZPF0h7FSZAp
144,145,1010 (Intro),Benny Jamz,72633,https://open.spotify.com/track/6TH1jIIc0rOX0JCkC1i6r9,2020-01-03,spotify:track:6TH1jIIc0rOX0JCkC1i6r9,2020-01-01,206497,0.788,0.0303,0.635,0.0,0.142,-5.561,0.0325,0.328,135.033,4,spotify:track:6TH1jIIc0rOX0JCkC1i6r9
145,146,Let Me Down Slowly,Alec Benjamin,71677,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d,2020-01-03,spotify:track:2qxmye6gAegTMjLKEBoR3d,2018-11-16,169353,0.652,0.74,0.557,0.0,0.124,-5.714,0.0318,0.483,150.073,4,spotify:track:2qxmye6gAegTMjLKEBoR3d
146,147,24/7,Scarlet Pleasure,71533,https://open.spotify.com/track/7Gh29sTql3Yln7gzOB6QZG,2020-01-03,spotify:track:7Gh29sTql3Yln7gzOB6QZG,2019-04-12,169539,0.836,0.256,0.553,0.0,0.0764,-5.566,0.0629,0.675,126.051,4,spotify:track:7Gh29sTql3Yln7gzOB6QZG
147,148,Dag 1,Gilli,71508,https://open.spotify.com/track/0atWq5Ua1ax7zMKDjSQEpg,2020-01-03,spotify:track:0atWq5Ua1ax7zMKDjSQEpg,2019-07-13,199518,0.792,0.134,0.538,1.55e-05,0.101,-6.641,0.337,0.39,140.016,4,spotify:track:0atWq5Ua1ax7zMKDjSQEpg
148,149,Body (feat. brando),Loud Luxury,71430,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs,2020-01-03,spotify:track:7K7MUBCnzgBAvMVW2RTWNs,2017-10-27,163216,0.752,0.0476,0.764,9.44e-05,0.0543,-4.399,0.038,0.582,121.958,4,spotify:track:7K7MUBCnzgBAvMVW2RTWNs
149,150,SUGAR,BROCKHAMPTON,71354,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA,2020-01-03,spotify:track:6U0FIYXCQ3TGrk4tFpLrEA,2019-08-23,204533,0.453,0.449,0.538,0.0,0.19,-8.212,0.0638,0.516,122.973,4,spotify:track:6U0FIYXCQ3TGrk4tFpLrEA
150,151,SOM DU SMILER,AMAL,71201,https://open.spotify.com/track/3pAosPVaUb2HF1vUKGZQmX,2020-01-03,spotify:track:3pAosPVaUb2HF1vUKGZQmX,2019-10-18,159545,0.546,0.595,0.495,0.0,0.0659,-7.8,0.146,0.177,88.002,4,spotify:track:3pAosPVaUb2HF1vUKGZQmX
151,152,Eastside (with Halsey & Khalid),benny blanco,70457,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,2020-01-03,spotify:track:7FGq80cy8juXBCD2nrqdWU,2018-12-07,170769,0.632,0.549,0.686,0.0,0.2,-7.665,0.243,0.329,89.949,4,spotify:track:7FGq80cy8juXBCD2nrqdWU
152,153,SOS (feat. Aloe Blacc),Avicii,69763,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5,2020-01-03,spotify:track:2x0RZdkZcD8QRI53XT4GI5,2019-06-06,157202,0.802,0.272,0.645,0.0,0.119,-6.181,0.0715,0.376,100.001,4,spotify:track:2x0RZdkZcD8QRI53XT4GI5
153,154,7 rings,Ariana Grande,69449,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,2020-01-03,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,2019-02-08,178626,0.778,0.592,0.317,0.0,0.0881,-10.732,0.334,0.327,140.048,4,spotify:track:6ocbgoVGwYJhOv1GgI9NsF
154,155,Ransom,Lil Tecca,69349,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO,2020-01-03,spotify:track:1lOe9qE0vR9zwWQAOk6CoO,2019-08-30,131240,0.745,0.0204,0.642,0.0,0.0658,-6.257,0.287,0.226,179.974,4,spotify:track:1lOe9qE0vR9zwWQAOk6CoO
155,156,GANG GANG,JACKBOYS,68545,https://open.spotify.com/track/6uJONCdr2rC65BNmCnTBWK,2020-01-03,spotify:track:6uJONCdr2rC65BNmCnTBWK,2019-12-27,244760,0.859,0.071,0.6,0.0,0.353,-4.63,0.301,0.568,123.017,4,spotify:track:6uJONCdr2rC65BNmCnTBWK
156,157,Robbery,Juice WRLD,68481,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,2020-01-03,spotify:track:6Hj9jySrnFppAI0sEMCZpJ,2019-03-08,240050,0.685,0.328,0.692,0.0,0.153,-5.122,0.0457,0.578,159.966,5,spotify:track:6Hj9jySrnFppAI0sEMCZpJ
157,158,"1,2,3,4",The Minds Of 99,68279,https://open.spotify.com/track/1t0aKVgl4RCknbiRNrd2zi,2020-01-03,spotify:track:1t0aKVgl4RCknbiRNrd2zi,2019-10-11,205306,0.352,0.453,0.744,6.81e-06,0.291,-5.825,0.0472,0.128,95.178,4,spotify:track:1t0aKVgl4RCknbiRNrd2zi
158,159,Ung Kniv,The Minds Of 99,68240,https://open.spotify.com/track/3LyOoM4J9QzrD0GbPuzEyz,2020-01-03,spotify:track:3LyOoM4J9QzrD0GbPuzEyz,2018-02-23,231583,0.472,0.00239,0.966,3.12e-06,0.83,-3.627,0.0924,0.384,145.987,4,spotify:track:3LyOoM4J9QzrD0GbPuzEyz
159,160,Old Town Road - Remix,Lil Nas X,67696,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG,2020-01-03,spotify:track:2YpeDb67231RjR0MgVLzsG,2019-06-21,157066,0.878,0.0533,0.619,0.0,0.113,-5.56,0.102,0.639,136.041,4,spotify:track:2YpeDb67231RjR0MgVLzsG
160,161,Pizza,ADHD,67589,https://open.spotify.com/track/6Eily61EQjZCcbvYHuCNcJ,2020-01-03,spotify:track:6Eily61EQjZCcbvYHuCNcJ,2019-06-19,164004,0.676,0.000905,0.777,1.22e-06,0.159,-9.11,0.0451,0.492,138.117,4,spotify:track:6Eily61EQjZCcbvYHuCNcJ
161,162,Detaljen (feat. Fouli),TopGunn,67349,https://open.spotify.com/track/7FXfrOsoBv8AU9E7hWRTbH,2020-01-03,spotify:track:7FXfrOsoBv8AU9E7hWRTbH,2019-04-26,174734,0.798,0.0705,0.612,0.0,0.127,-7.072,0.262,0.792,162.015,4,spotify:track:7FXfrOsoBv8AU9E7hWRTbH
